Name,Category,Colors,Price,Sizes,Count_Sizes,Color_Name,product_Code,Review,Rating,Features,Comfort,Brand
Jordan Play,Men,6.0,2 847.00,,,University Blue/White,DC9835-401,70.0,4.5," 
Get all of the underfoot support you need with these essential slides. Enjoy the cushioning of thick, lightweight foam for beach days or post-game hangouts.

Benefits
Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.

Product Details
Soft contoured footbed
Colour Shown: University Blue/White
Style: DC9835-401
Country/Region of Origin: Vietnam","Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.",Nike
Jordan Play,Men,6.0,2 847.00,,,Anthracite/Black/Cool Grey/University Red,DC9835-061,70.0,4.5," 
Get all of the underfoot support you need with these essential slides. Enjoy the cushioning of thick, lightweight foam for beach days or post-game hangouts.

Benefits
Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.

Product Details
Soft contoured footbed
Colour Shown: Anthracite/Black/Cool Grey/University Red
Style: DC9835-061
Country/Region of Origin: Vietnam","Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.",Nike
Jordan Play,Men,6.0,2 847.00,,,Palomino/Black/Fire Red,DC9835-201,70.0,4.5," 
Get all of the underfoot support you need with these essential slides. Enjoy the cushioning of thick, lightweight foam for beach days or post-game hangouts.

Benefits
Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.

Product Details
Soft contoured footbed
Colour Shown: Palomino/Black/Fire Red
Style: DC9835-201
Country/Region of Origin: Vietnam","Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.",Nike
Jordan Play,Men,6.0,2 995.00,,,Varsity Red/White/White,DC9835-611,70.0,4.5," 
Get all of the underfoot support you need with these essential slides. Enjoy the cushioning of thick, lightweight foam for beach days or post-game hangouts.

Benefits
Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.

Product Details
Soft contoured footbed
Colour Shown: Varsity Red/White/White
Style: DC9835-611
Country/Region of Origin: Vietnam","Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.",Nike
Jordan Play,Men,6.0,2 847.00,,,True Blue/White,DC9835-400,70.0,4.5," 
Get all of the underfoot support you need with these essential slides. Enjoy the cushioning of thick, lightweight foam for beach days or post-game hangouts.

Benefits
Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.

Product Details
Soft contoured footbed
Colour Shown: True Blue/White
Style: DC9835-400
Country/Region of Origin: Vietnam","Synthetic leather and foam feel soft against your foot.
Sole has a textured footbed, offering more supportive cushioning.
Herringbone pattern on the outsole provides traction.",Nike
Air Force 1 Wild,Women,5.0,12 795.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Wheat Gold/Rugged Orange/Field Purple/Wheat Gold,FB2348-700,23.0,4.5," 
The outdoors is for everyone—and this shoe is too. The classic AF-1 gets an adventurous refresh with utility lacing, durable materials and sturdy stitching. The textile-wrapped midsole is light and more flexible, while an added heel pillow creates extra comfort. Embroidered accents contrast with boot-like details for a look that's versatile and functional.

Style that lasts
Rope laces, webbed loops and traditional eyestays work together to create a stronger lacing system. A new, softer tongue adds extra comfort, while stitching on the side adds durability.

Rugged and refined
Chalky suede mixes with durable mesh and utility details for the hiking boot-inspired AF-1 you didn't know you needed.

Keep It Light
The updated midsole is light and flexible, while the revamped rubber outsole provides better traction.

More benefits
Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Wheat Gold/Rugged Orange/Field Purple/Wheat Gold
Style: FB2348-700
Country/Region of Origin: Vietnam

Air Force 1
Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF-1 was endorsed from the basketball courts to the street and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colourways, Air Force 1 became an iconic sneaker around the globe. And with over 2,000 iterations of this staple, its impact on fashion, music and sneaker culture can't be denied.","Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Wheat Gold/Rugged Orange/Field Purple/Wheat Gold
Style: FB2348-700
Country/Region of Origin: Vietnam",Nike
Air Force 1 Wild,Women,5.0,12 795.00,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",9.0,Black/Velvet Brown/Cedar/Black,FB2348-001,23.0,4.5," 
The outdoors is for everyone—and this shoe is too. The classic AF-1 gets an adventurous refresh with utility lacing, durable materials and sturdy stitching. The textile-wrapped midsole is light and more flexible, while an added heel pillow creates extra comfort. Embroidered accents contrast with boot-like details for a look that's versatile and functional.

Style that lasts
Rope laces, webbed loops and traditional eyestays work together to create a stronger lacing system. A new, softer tongue adds extra comfort, while stitching on the side adds durability.

Rugged and refined
Chalky suede mixes with durable mesh and utility details for the hiking boot-inspired AF-1 you didn't know you needed.

Keep It Light
The updated midsole is light and flexible, while the revamped rubber outsole provides better traction.

More benefits
Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Black/Velvet Brown/Cedar/Black
Style: FB2348-001
Country/Region of Origin: Vietnam

Air Force 1
Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF-1 was endorsed from the basketball courts to the street and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colourways, Air Force 1 became an iconic sneaker around the globe. And with over 2,000 iterations of this staple, its impact on fashion, music and sneaker culture can't be denied.","Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Black/Velvet Brown/Cedar/Black
Style: FB2348-001
Country/Region of Origin: Vietnam",Nike
Air Force 1 Wild,Women,5.0,12 795.00,"['5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']",10.0,Phantom/Light Orewood Brown/Luminous Green/Phantom,FB2348-002,23.0,4.5," 
The outdoors is for everyone—and this shoe is too. The classic AF-1 gets an adventurous refresh with utility lacing, durable materials and sturdy stitching. The textile-wrapped midsole is light and more flexible, while an added heel pillow creates extra comfort. Embroidered accents contrast with boot-like details for a look that's versatile and functional.

Style that lasts
Rope laces, webbed loops and traditional eyestays work together to create a stronger lacing system. A new, softer tongue adds extra comfort, while stitching on the side adds durability.

Rugged and refined
Chalky suede mixes with durable mesh and utility details for the hiking boot-inspired AF-1 you didn't know you needed.

Keep It Light
The updated midsole is light and flexible, while the revamped rubber outsole provides better traction.

More benefits
Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Phantom/Light Orewood Brown/Luminous Green/Phantom
Style: FB2348-002
Country/Region of Origin: Vietnam

Air Force 1
Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF-1 was endorsed from the basketball courts to the street and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colourways, Air Force 1 became an iconic sneaker around the globe. And with over 2,000 iterations of this staple, its impact on fashion, music and sneaker culture can't be denied.","Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Phantom/Light Orewood Brown/Luminous Green/Phantom
Style: FB2348-002
Country/Region of Origin: Vietnam",Nike
Air Force 1 Wild,Women,5.0,12 795.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Rugged Orange/Black/Campfire Orange/Rugged Orange,FB2348-800,23.0,4.5," 
The outdoors is for everyone—and this shoe is too. The classic AF-1 gets an adventurous refresh with utility lacing, durable materials and sturdy stitching. The textile-wrapped midsole is light and more flexible, while an added heel pillow creates extra comfort. Embroidered accents contrast with boot-like details for a look that's versatile and functional.

Style that lasts
Rope laces, webbed loops and traditional eyestays work together to create a stronger lacing system. A new, softer tongue adds extra comfort, while stitching on the side adds durability.

Rugged and refined
Chalky suede mixes with durable mesh and utility details for the hiking boot-inspired AF-1 you didn't know you needed.

Keep It Light
The updated midsole is light and flexible, while the revamped rubber outsole provides better traction.

More benefits
Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Rugged Orange/Black/Campfire Orange/Rugged Orange
Style: FB2348-800
Country/Region of Origin: Vietnam

Air Force 1
Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF-1 was endorsed from the basketball courts to the street and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colourways, Air Force 1 became an iconic sneaker around the globe. And with over 2,000 iterations of this staple, its impact on fashion, music and sneaker culture can't be denied.","Low-cut, padded collar looks sleek and feels great.
Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.
A rubber outsole with hoops pivot circles adds durable traction and heritage style.
Colour Shown: Rugged Orange/Black/Campfire Orange/Rugged Orange
Style: FB2348-800
Country/Region of Origin: Vietnam",Nike
Interact Run,Women,4.0,7 095.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Black/Anthracite/White,FD2292-003,21.0,4.6," 
Can you see the future? Fast-forward your footsteps in the cutting-edge Nike Interact Run. It's set up with all the running goodness you need: a lightweight Flyknit upper, soft foam midsole and comfort where it counts. Scan the QR code on the tongue with your phone, and check out our online introduction to the Nike Interact Run's ins and outs.

To the future
A scannable QR code on the tongue acts as your tour guide to the Interact Run's performance benefits. It offers tips on how to extend the life cycle of your shoe from upkeep options to repairs and long-term care. Finally, when you've logged all the miles you can, the QR code will suggest ways to recycle and donate the shoes once they've run their course.

Made from Nike Grind
The Waffle outsole is made from at least 13% Nike Grind material, crafted from scraps from the footwear-manufacturing process.

Soft ride
The soft, responsive foam in the midsole gives you a comfortable, smooth ride for your run and wherever else your day takes you. The high foam heights provide a soft feel.

Fly away
The Flyknit upper has zones of breathability where your foot heats up most, specifically in the toe box. It's strong and durable, helping keep your foot secure with every mile. The airy and breezy upper hugs your foot in a free and easy way.

More benefits
We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Black/Anthracite/White
Style: FD2292-003
Country/Region of Origin: Vietnam","We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Black/Anthracite/White
Style: FD2292-003
Country/Region of Origin: Vietnam",Nike
Interact Run,Women,4.0,7 095.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Black/Burgundy Crush/Pearl Pink/Purple Ink,FD2292-002,21.0,4.6," 
Can you see the future? Fast-forward your footsteps in the cutting-edge Nike Interact Run. It's set up with all the running goodness you need: a lightweight Flyknit upper, soft foam midsole and comfort where it counts. Scan the QR code on the tongue with your phone, and check out our online introduction to the Nike Interact Run's ins and outs.

To the future
A scannable QR code on the tongue acts as your tour guide to the Interact Run's performance benefits. It offers tips on how to extend the life cycle of your shoe from upkeep options to repairs and long-term care. Finally, when you've logged all the miles you can, the QR code will suggest ways to recycle and donate the shoes once they've run their course.

Made from Nike Grind
The Waffle outsole is made from at least 13% Nike Grind material, crafted from scraps from the footwear-manufacturing process.

Soft ride
The soft, responsive foam in the midsole gives you a comfortable, smooth ride for your run and wherever else your day takes you. The high foam heights provide a soft feel.

Fly away
The Flyknit upper has zones of breathability where your foot heats up most, specifically in the toe box. It's strong and durable, helping keep your foot secure with every mile. The airy and breezy upper hugs your foot in a free and easy way.

More benefits
We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Black/Burgundy Crush/Pearl Pink/Purple Ink
Style: FD2292-002
Country/Region of Origin: Vietnam","We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Black/Burgundy Crush/Pearl Pink/Purple Ink
Style: FD2292-002
Country/Region of Origin: Vietnam",Nike
Interact Run,Women,4.0,7 095.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']",9.0,Light Bone/Sail/Ice Peach/Bright Mandarin,FD2292-001,21.0,4.6," 
Can you see the future? Fast-forward your footsteps in the cutting-edge Nike Interact Run. It's set up with all the running goodness you need: a lightweight Flyknit upper, soft foam midsole and comfort where it counts. Scan the QR code on the tongue with your phone, and check out our online introduction to the Nike Interact Run's ins and outs.

To the future
A scannable QR code on the tongue acts as your tour guide to the Interact Run's performance benefits. It offers tips on how to extend the life cycle of your shoe from upkeep options to repairs and long-term care. Finally, when you've logged all the miles you can, the QR code will suggest ways to recycle and donate the shoes once they've run their course.

Made from Nike Grind
The Waffle outsole is made from at least 13% Nike Grind material, crafted from scraps from the footwear-manufacturing process.

Soft ride
The soft, responsive foam in the midsole gives you a comfortable, smooth ride for your run and wherever else your day takes you. The high foam heights provide a soft feel.

Fly away
The Flyknit upper has zones of breathability where your foot heats up most, specifically in the toe box. It's strong and durable, helping keep your foot secure with every mile. The airy and breezy upper hugs your foot in a free and easy way.

More benefits
We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Light Bone/Sail/Ice Peach/Bright Mandarin
Style: FD2292-001
Country/Region of Origin: Vietnam","We created the rubber outsole using runner-informed data for traction where you need it.
The overlays on the toe offer durability.
Colour Shown: Light Bone/Sail/Ice Peach/Bright Mandarin
Style: FD2292-001
Country/Region of Origin: Vietnam",Nike
Phoenix Waffle,Women,3.0,8 695.00,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']",12.0,Light Bone/Light Smoke Grey/Light Iron Ore/Rugged Orange,FD2196-001,28.0,4.4," 
All-day comfort meets all-day style. Taking cues from original Blue Ribbon Sports designs and incorporating the technological advances of today, the Phoenix Waffle rises from the ashes. A redesigned Waffle tread lightens the shoe, while the increased midsole height creates an even softer ride. Check the vintage Swoosh logo and archive-inspired tongue for a modern take on classic BRS looks.

Rooted in heritage
The reflective design windows are inspired by Blue Ribbon Sports and vintage running shoes.

Cushiony goodness
The increased midsole height enhances stability and underfoot cushioning for a smooth, comfortable ride.

Tread lightly
The redesigned Waffle tread is better than ever with evolved lug placements and outsole weight reduction.

Product details
Reflective design details
Not intended for use as personal protective equipment (PPE)
Colour Shown: Light Bone/Light Smoke Grey/Light Iron Ore/Rugged Orange
Style: FD2196-001
Country/Region of Origin: Indonesia","Reflective design details
Not intended for use as personal protective equipment (PPE)
Colour Shown: Light Bone/Light Smoke Grey/Light Iron Ore/Rugged Orange
Style: FD2196-001
Country/Region of Origin: Indonesia",Nike
Phoenix Waffle,Women,3.0,8 695.00,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",9.0,Persian Violet/Black/Anthracite/Metallic Silver,FD2196-500,28.0,4.4," 
All-day comfort meets all-day style. Taking cues from original Blue Ribbon Sports designs and incorporating the technological advances of today, the Phoenix Waffle rises from the ashes. A redesigned Waffle tread lightens the shoe, while the increased midsole height creates an even softer ride. Check the vintage Swoosh logo and archive-inspired tongue for a modern take on classic BRS looks.

Rooted in heritage
The reflective design windows are inspired by Blue Ribbon Sports and vintage running shoes.

Cushiony goodness
The increased midsole height enhances stability and underfoot cushioning for a smooth, comfortable ride.

Tread lightly
The redesigned Waffle tread is better than ever with evolved lug placements and outsole weight reduction.

Product details
Reflective design details
Not intended for use as personal protective equipment (PPE)
Colour Shown: Persian Violet/Black/Anthracite/Metallic Silver
Style: FD2196-500
Country/Region of Origin: Indonesia","Reflective design details
Not intended for use as personal protective equipment (PPE)
Colour Shown: Persian Violet/Black/Anthracite/Metallic Silver
Style: FD2196-500
Country/Region of Origin: Indonesia",Nike
Calm,Men,4.0,5 695.00,,,Light Smoke Grey/Light Smoke Grey,FD5131-002,2.0,5.0," 
Enjoy a calm, comfortable experience—wherever your day off takes you. Made from soft yet responsive foam, these lightweight mules are easy to style and easy to pack. While the water-friendly design makes them ideal for the beach or pool, the minimalist look is elevated enough to wear around the city. Plus, a removable heel strap adjusts for the perfect fit. Time to slide in and check out.

Benefits
Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.

Product details
Removable heel strap
Colour Shown: Light Smoke Grey/Light Smoke Grey
Style: FD5131-002
Country/Region of Origin: Indonesia","Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.",Nike
Calm,Men,4.0,5 695.00,,,Black/Black,FD5131-001,2.0,5.0," 
Enjoy a calm, comfortable experience—wherever your day off takes you. Made from soft yet responsive foam, these lightweight mules are easy to style and easy to pack. While the water-friendly design makes them ideal for the beach or pool, the minimalist look is elevated enough to wear around the city. Plus, a removable heel strap adjusts for the perfect fit. Time to slide in and check out.

Benefits
Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.

Product details
Removable heel strap
Colour Shown: Black/Black
Style: FD5131-001
Country/Region of Origin: Indonesia","Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.",Nike
Calm,Men,4.0,5 695.00,"['9', '10', '11']",3.0,Oil Green/Oil Green,FD5131-300,2.0,5.0," 
Enjoy a calm, comfortable experience—wherever your day off takes you. Made from soft yet responsive foam, these lightweight mules are easy to style and easy to pack. While the water-friendly design makes them ideal for the beach or pool, the minimalist look is elevated enough to wear around the city. Plus, a removable heel strap adjusts for the perfect fit. Time to slide in and check out.

Benefits
Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.

Product details
Removable heel strap
Colour Shown: Oil Green/Oil Green
Style: FD5131-300
Country/Region of Origin: Indonesia","Contoured design is made from a single piece of foam for a smooth, seamless feel.
Subtle texture pattern on the footbed adds grip even when wet.
The side cut-out adds just the right amount of breathability.
Outer shell is made from water-friendly foam that is easy to clean.
Rubber outsole gives you excellent traction even on slippery surfaces.",Nike
Motiva,Women,4.0,9 207.00,['7'],1.0,Jade Ice/Picante Red/University Gold/Jade Ice,DV1238-300,215.0,4.5," 
The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.

All the Grooves
Comfortgroove innovation, a uniquely patterned outsole that makes every day an extra-soft ride, absorbs the bumps along the way. It creates a sort of piston effect, which allows the foam to compress a little bit more, giving you that extra cushion needed to offset ground contact stride after stride.

Rocks All Ways
The exaggerated rocker on the outsole helps propel you forwards and make every step you take as smooth as possible.

All the Durability
No matter how you move, the Nike Motiva is made to last. The generative outsole pattern provides durability and traction while on the go—taking you all the way.

More Benefits
The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.

Product Details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Jade Ice/Picante Red/University Gold/Jade Ice
Style: DV1238-300
Country/Region of Origin: Vietnam","The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.",Nike
Motiva,Women,4.0,9 695.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Black/Anthracite/White/Black,DV1238-001,215.0,4.5," 
The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.

All the Grooves
Comfortgroove innovation, a uniquely patterned outsole that makes every day an extra-soft ride, absorbs the bumps along the way. It creates a sort of piston effect, which allows the foam to compress a little bit more, giving you that extra cushion needed to offset ground contact stride after stride.

Rocks All Ways
The exaggerated rocker on the outsole helps propel you forwards and make every step you take as smooth as possible.

All the Durability
No matter how you move, the Nike Motiva is made to last. The generative outsole pattern provides durability and traction while on the go—taking you all the way.

More Benefits
The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.

Product Details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Black/Anthracite/White/Black
Style: DV1238-001
Country/Region of Origin: Vietnam","The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.",Nike
Motiva,Women,4.0,9 695.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Black/Metallic Gold/White/Fireberry,DV1238-005,215.0,4.5," 
The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.

All the Grooves
Comfortgroove innovation, a uniquely patterned outsole that makes every day an extra-soft ride, absorbs the bumps along the way. It creates a sort of piston effect, which allows the foam to compress a little bit more, giving you that extra cushion needed to offset ground contact stride after stride.

Rocks All Ways
The exaggerated rocker on the outsole helps propel you forwards and make every step you take as smooth as possible.

All the Durability
No matter how you move, the Nike Motiva is made to last. The generative outsole pattern provides durability and traction while on the go—taking you all the way.

More Benefits
The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.

Product Details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Black/Metallic Gold/White/Fireberry
Style: DV1238-005
Country/Region of Origin: Vietnam","The soft foam waterfall collar hugs around the ankle and heel for comfort.
The 1/2 inner sleeve helps you get the shoe on and off with ease. It also helps reduce rubbing during your workout.
The widened forefoot, arch and toe box provide a comfortable fit when you're on the go.",Nike
Revolution 7,Men,3.0,3 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",10.0,White/Midnight Navy/University Red,FB8501-100,2.0,3.5," 
We loaded the Revolution 7 with the sort of soft cushioning and support that might change your running world. Stylish as ever, comfortable when the rubber meets the road and performance-driven for your desired pace, it's an evolution of a fan favourite that offers a soft, smooth ride.

Foamy ride
A foam midsole delivers a soft, smooth ride. There's a little more room in the forefoot compared to the 6 as well, so your toes don't feel tight or pinched.

Soft Touch
We added puffs to the heel that are visible on the outside of the shoe. They're soft to the touch and help add comfort to your Achilles. Touch points on the tongue create a natural feel as you take off.

Reassuring grip
The outsole sports a generative traction pattern that combines with rubber lugs to help give you grip when going uphill or downhill.",,Nike
Revolution 7,Men,3.0,3 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",11.0,Black/White,FB8501-002,2.0,3.5," 
We loaded the Revolution 7 with the sort of soft cushioning and support that might change your running world. Stylish as ever, comfortable when the rubber meets the road and performance-driven for your desired pace, it's an evolution of a fan favourite that offers a soft, smooth ride.

Foamy ride
A foam midsole delivers a soft, smooth ride. There's a little more room in the forefoot compared to the 6 as well, so your toes don't feel tight or pinched.

Soft Touch
We added puffs to the heel that are visible on the outside of the shoe. They're soft to the touch and help add comfort to your Achilles. Touch points on the tongue create a natural feel as you take off.

Reassuring grip
The outsole sports a generative traction pattern that combines with rubber lugs to help give you grip when going uphill or downhill.",,Nike
Downshifter 12,Women,7.0,3 995.00,"['6.5', '7', '7.5', '8', '8.5', '9']",6.0,White/Pure Platinum/Metallic Silver,DD9294-100,59.0,4.5,"YOUR RUN BEGINS WITH STABLE SUPPORT.

Take those first steps on you running journey in the Nike Downshifter 12. It's got a supportive fit and a stable ride, with a lightweight feel that easily transitions from your workout to hanging out. This one continues our sustainability journey with a design made from at least 20% recycled content by weight. Your trek begins. Lace up and hit the road.

Cool, Light, Fast
Mesh throughout the upper has a lightweight, breathable feel. The mesh was placed in key zones at the forefoot based on runner feedback, providing you with cooling where it counts.

Lace Up, Support Up
Feel the stability with the midfoot fitband. It works with your laces, keeping your foot more secure the tighter your laces are.

Run Hard with a Soft Feel
Super-soft foam through the midsole helps cushion your foot with every step. The increased height means a softer sensation as you run.

More Benefits
Rubber outsole has the traction to keep your feet gripped to the pavement.
Skins at the eyelets offer durability.
Mesh material shows off the internal components at the midfoot and toe.

Product Details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: White/Pure Platinum/Metallic Silver
Style: DD9294-100
Country/Region of Origin: Vietnam,Indonesia","Rubber outsole has the traction to keep your feet gripped to the pavement.
Skins at the eyelets offer durability.
Mesh material shows off the internal components at the midfoot and toe.",Nike
Downshifter 12,Women,7.0,3 995.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9']",7.0,Black/Smoke Grey/Pure Platinum/White,DD9294-001,59.0,4.5,"YOUR RUN BEGINS WITH STABLE SUPPORT.

Take those first steps on you running journey in the Nike Downshifter 12. It's got a supportive fit and a stable ride, with a lightweight feel that easily transitions from your workout to hanging out. This one continues our sustainability journey with a design made from at least 20% recycled content by weight. Your trek begins. Lace up and hit the road.

Cool, Light, Fast
Mesh throughout the upper has a lightweight, breathable feel. The mesh was placed in key zones at the forefoot based on runner feedback, providing you with cooling where it counts.

Lace Up, Support Up
Feel the stability with the midfoot fitband. It works with your laces, keeping your foot more secure the tighter your laces are.

Run Hard with a Soft Feel
Super-soft foam through the midsole helps cushion your foot with every step. The increased height means a softer sensation as you run.

More Benefits
Rubber outsole has the traction to keep your feet gripped to the pavement.
Skins at the eyelets offer durability.
Mesh material shows off the internal components at the midfoot and toe.

Product Details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Black/Smoke Grey/Pure Platinum/White
Style: DD9294-001
Country/Region of Origin: Vietnam","Rubber outsole has the traction to keep your feet gripped to the pavement.
Skins at the eyelets offer durability.
Mesh material shows off the internal components at the midfoot and toe.",Nike
