Shoename,Category,No.Of_colors,Price,Count_of_sizes,Name_ of_colors,Product_code,Review,Sizes,Comfort,Features,star_rating
Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",3,"Black, White", BL5953-012,32,"['UK-5', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",5,"Monument, Wild Fuchsia", BL5953-036,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Kettle, Black", BL5953-005,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Blue Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Dark Sapphire, Key West", BL5953-471,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women GREY Hatana Breathe,Women,2,"9,999",5,"Light Cloud, Sea Wave", BL7444-020,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
Columbia Women GREY Hatana Breathe,Women,2,"9,999",5,"Steam, Peach", BL7444-086,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
Columbia Women BROWN Plateau Venture,Women,2,"7,999",5,"Canvas Tan, Blue Dusk", BL4497-247,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment. Suede textile and overlays for outdoor protection and a moder",0
Columbia Women PURPLE Plateau Venture,Women,2,"7,999",5,"Shale Mauve, Peatmoss", BL4497-553,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment. Suede textile and overlays for outdoor protection and a moder",0
Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",2,"Black, White", BL0659-012,39,"['UK-5', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",3,"Dark Grey, Electric Turquoise", BL0659-089,29,"['UK-5', 'UK-6', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Black Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Black, White", BL0659-010,29,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women Brown Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Ancient Fossil, Wild Geranium", BL0659-271,35,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women GREY Hatana Breathe,Women,2,"9,999",5,"Light Cloud, Sea Wave", BL7444-020,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
Columbia Women GREY Hatana Breathe,Women,2,"9,999",5,"Steam, Peach", BL7444-086,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
Columbia Women Black RE-PEAK MID,Women,2,"9,999",4,"Kettle, Light Sand", BL6940-005,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning,"Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning
Omni-Grip",0
Columbia Women Purple RE-PEAK MID,Women,2,"9,999",4,"Shale Mauve, Dark Grey", BL6940-553,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning,"Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning
Omni-Grip",0
Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",2,"Black, White", BL0659-012,39,"['UK-5', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",3,"Dark Grey, Electric Turquoise", BL0659-089,29,"['UK-5', 'UK-6', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Black Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Black, White", BL0659-010,29,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women Brown Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Ancient Fossil, Wild Geranium", BL0659-271,35,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",3,"Black, White", BL5953-012,32,"['UK-5', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",5,"Monument, Wild Fuchsia", BL5953-036,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Kettle, Black", BL5953-005,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Blue Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Dark Sapphire, Key West", BL5953-471,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",3,"Black, White", BL5953-012,32,"['UK-5', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",5,"Monument, Wild Fuchsia", BL5953-036,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Kettle, Black", BL5953-005,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Blue Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Dark Sapphire, Key West", BL5953-471,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Grey Facet 75 Mid Outdry (Complete Waterproof),Women,2,"15,999",4,"Steam, Frosted Purple", BL7615-088,15,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",5
Columbia Women Purple Facet 75 Mid Outdry (Complete Waterproof),Women,2,"15,999",3,"Shale Mauve, Graphite", BL7615-553,15,"['UK-4', 'UK-5', 'UK-6']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",5
Columbia Women Black MINX SLIP IV Water Resistant Shoes,Women,2,"10,999",5,"Black, Graphite", BL9797-010,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Removable contoured PU footbed.,"Omni-Grip non-marking traction rubber.
Removable contoured PU footbed.
200g insulation.
Omni-Heat reflective lining.
Waterproof quilted upper with elastic gore enclosure and webbing details.
Omni-Tech waterproof breathable construction.
Please note:",0
Columbia Women White MINX SLIP IV Water Resistant Shoes,Women,2,"10,999",5,"Sea Salt, Light Cloud", BL9797-125,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Removable contoured PU footbed.,"Omni-Grip non-marking traction rubber.
Removable contoured PU footbed.
200g insulation.
Omni-Heat reflective lining.
Waterproof quilted upper with elastic gore enclosure and webbing details.
Omni-Tech waterproof breathable construction.
Please note:",0
Columbia Women Black PEAKFREAK X2 OUTDRY (Complete Waterproof),Women,2,"9,999",4,Black, BL0829-010,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']","Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Grip™ non-marking traction rubber
Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDry® breathable waterproof construction.",0
Columbia Women Red PEAKFREAK X2 OUTDRY (Complete Waterproof),Women,2,"9,999",4,"Marionberry, Snowcap", BL0829-616,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']","Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile with welded synthetic overlays to provide support and protection. OutDrywaterproof, breathable construction.",0
Columbia Women Grey Facet 75 Mid Outdry (Complete Waterproof),Women,2,"15,999",4,"Steam, Frosted Purple", BL7615-088,15,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",5
Columbia Women Purple Facet 75 Mid Outdry (Complete Waterproof),Women,2,"15,999",3,"Shale Mauve, Graphite", BL7615-553,15,"['UK-4', 'UK-5', 'UK-6']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",5
Columbia Women Grey TRAILSTORM Water Resistant Shoes,Women,2,"8,999",4,"Graphite, Dolphin", BL0156-053,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",0
Columbia Women White TRAILSTORM Water Resistant Shoes,Women,2,"8,999",3,"Light Sand, Sea Wave", BL0156-193,1,"['UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",5
Columbia Women BROWN Plateau Venture,Women,2,"7,999",5,"Canvas Tan, Blue Dusk", BL4497-247,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment. Suede textile and overlays for outdoor protection and a moder",0
Columbia Women PURPLE Plateau Venture,Women,2,"7,999",5,"Shale Mauve, Peatmoss", BL4497-553,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment. Suede textile and overlays for outdoor protection and a moder",0
Columbia Women Black TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",3,"Black, Deep Wave", BL0155-012,38,"['UK-4', 'UK-5', 'UK-6.5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Grey TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",2,"Graphite, Dusty Green", BL0155-053,38,"['UK-4', 'UK-5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Red TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",4,"Marionberry, Deep Water", BL0155-616,38,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
Columbia Women Black PEAKFREAK X2 OUTDRY (Complete Waterproof),Women,2,"9,999",4,Black, BL0829-010,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']","Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Grip™ non-marking traction rubber
Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDry® breathable waterproof construction.",0
Columbia Women Red PEAKFREAK X2 OUTDRY (Complete Waterproof),Women,2,"9,999",4,"Marionberry, Snowcap", BL0829-616,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']","Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile with welded synthetic overlays to provide support and protection. OutDrywaterproof, breathable construction.",0
Columbia Women Grey PEAKFREAK II MID OUTDRY (Complete Waterproof),Women,3,"10,499",3,"Dark Grey, Dark Coral", BL7573-089,22,"['UK-4', 'UK-5', 'UK-6']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Black, Ti Grey Steel", BL7573-010,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Green Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Mosstone, Blue Dusk", BL7573-302,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",3,"Black, White", BL5953-012,32,"['UK-5', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof),Women,4,"9,999",5,"Monument, Wild Fuchsia", BL5953-036,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Kettle, Black", BL5953-005,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Blue Peakfreak II Outdry (Complete Waterproof),Women,4,"9,999",5,"Dark Sapphire, Key West", BL5953-471,22,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Black RE-PEAK MID,Women,2,"9,999",4,"Kettle, Light Sand", BL6940-005,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning,"Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning
Omni-Grip",0
Columbia Women Purple RE-PEAK MID,Women,2,"9,999",4,"Shale Mauve, Dark Grey", BL6940-553,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning,"Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushioning
Omni-Grip",0
Columbia Women Black TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",3,"Black, Deep Wave", BL0155-012,38,"['UK-4', 'UK-5', 'UK-6.5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Grey TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",2,"Graphite, Dusty Green", BL0155-053,38,"['UK-4', 'UK-5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Red TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",4,"Marionberry, Deep Water", BL0155-616,38,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
Columbia Women Black Crestwood Water Resistant Shoes,Women,2,"6,999",4,"Kettle, Dark Grey", BL5372-006,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",0
Columbia Women Brown Crestwood Water Resistant Shoes,Women,2,"6,999",1,"Ancient Fossil, Light Lichen", BL5372-275,0,['UK-7'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",0
Columbia Women Grey TRAILSTORM Water Resistant Shoes,Women,3,"8,999",4,"Graphite, Dolphin", BL0156-053,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",0
Columbia Women White TRAILSTORM Water Resistant Shoes,Women,3,"8,999",4,"Light Sand, Sea Wave", BL0156-193,1,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",5
Columbia Women Black STRATA TRAIL MID WP,Women,2,"6,999",6,"Black, Salmon Rose", YL8651-010,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8', 'UK-9']",NA,NA,0
Columbia Women Grey STRATA TRAIL MID WP,Women,2,"6,999",6,"Ti Grey Steel, Sage Leaf", YL8651-033,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8', 'UK-9']",NA,NA,0
