Review,Size,Comfort,Features,star_rating
,"['36', '37', '38', '39', '40', '41']",Leather Slip-on Buckle detail Block heel,"Trendy slip-on shoes in black is crafted from suede features a buckle detail on top, chunky block heel and a full insole that provides cushion and comfort all day long.
Product Features:
Leather
Slip-on
Buckle detail
Block heel",
,"['36', '37', '38', '39', '40', '41']",Synthetic Satin High heels Pointed toes,"Women's pump shoes in gunmetal from Woods comes in a synthetic satin finish upper and features high block heel, pointed and closed toes. These pumps are perfect to be worn for events and dinners.
Product Features:
Synthetic Satin
High heels
Pointed toes",
,"['36', '37', '38', '39', '40', '41']",Satin Buckle detail Block heel Pointed toe,"Blue pointed toe pump for women from woods is crafted from soft satin. A big metal buckle and a high block heel makes the pump shoe stand out and also gives it a polished look.
Product Features:
Satin
Buckle detail
Block heel
Pointed toe",
,"['37', '38', '39', '40', '41']",,"Women's Casual High heeled Dwine slip-on shoe from woods. It has round tip for a soft outlook and Softy finish for a casual wear. It can also be paired with semi formals for a cute outlook. Women donât need to be tough to succeed, and being soft isn't weakness. The shade of the heel is blue and it can get your friends talking about it. The Insole is Full without EVA with Tunit sheet sole for a casual and comfort wear.",
,"['37', '38', '39', '40', '41']",,Women's fashion wear peep-toed slippers for casual outing. The heel can be paired with almost any style of clothes. Donât be shy to expose your legs with this trendy heel. It is in black shade with a synthetic finish for a bold and daring look.,
,"['36', '37', '38', '39', '40', '41']",Suede Pointed closed toe Block heel,"Classic pump styled shoes with clean and sophisticated style is a must have from woods. The tan colour pumps feature a suede upper, come in a closed toe silhouette and have a structured block heel and a buckle detailing on the toes.
Features:
Suede
Pointed closed toe
Block heel",
,"['36', '37', '38', '39', '40', '41']",Leather Slip-on Block Heel Full insole,"Chic black slipper with broad toe straps set on a chunky block heel. Featuring a premium leather construction, tunit sheet block heel and sole and a full insole for comfort the round toe slipper is your summer go-to style that looks great paired with maxi dresses or skirts or fitted denims.
Product Features:
Leather
Slip-on
Block Heel
Full insole",
,"['36', '37', '38', '39', '40', '41']",Leather Round-toe Slip-on style Block heel,"Comfortable pair of slip-on shoes in chikku is fashioned from luxurious soft leather. The round-toe shoe is set on a chunky block heel. Pair this shoe with cropped trousers or tailored skirts for a flattering look.
Product Features:
Leather
Round-toe
Slip-on style
Block heel",
,[],,"Woods brings a pair of beige coloured trendy slip-on shoes for women. Designed from high quality leather the slip-on have grooved sole, these slip-ons are high on both comfort and style",
,"['38', '39', '40', '41']",Notch up your style quotient by donning this pair of high heel stilettos in gold featuring a pointed toe and embellishments with a delicate ankle strap. The ankle strap has buckle closure.,Notch up your style quotient by donning this pair of high heel stilettos in gold featuring a pointed toe and embellishments with a delicate ankle strap. The ankle strap has buckle closure.,
,"['36', '37', '38', '39', '40', '41']",Suede Closed toe Slender heel,"Brown stiletto shoes for women comes in suede finish and features a closed pointed toe and is set on a high pointed heel. These must-have stilettos add a polished look to your outfit and the slender pointed heels are comfortable to walk in for hours.
Product Features:
Suede
Closed toe
Slender heel",
,"['37', '38', '39', '40', '41']",Suede Kitten heels Pointed toes Crystal details,"Women's pump shoes in grey from Woods come in a suede finish and feature a kitten heel, pointed toes, colour contrasting details and dazzling crystal ornament detailing on toes. These pumps are perfect to be worn for events and dinners.
Product Features:
Suede
Kitten heels
Pointed toes
Crystal details",
,"['37', '38', '39', '40', '41']",,"silver party wear ankle strap sandals feature embellishment details, kitten heels and a delicate ankle strap. The sandals can be paired with both Indian and western outfits.",
,"['36', '37', '38', '39', '40', '41']",Suede Closed toe Slender heel,"Black stiletto shoes for women comes in suede finish and features a closed pointed toe and is set on a high pointed heel. These must-have stilettos add a polished look to your outfit and the slender pointed heels are comfortable to walk in for hours.
Product Features:
Suede
Closed toe
Slender heel",
,"['36', '37', '38', '39', '40', '41']",Peep toe Metallic detail Cut-out design Block heel,"Shine up your party look with these pink and metallic detail peep-toes that also features cut-out detail. Set on a metallic block heel these elegant peep-toes will add glamour to your outfit.
Product Features:
Peep toe
Metallic detail
Cut-out design
Block heel",
,"['36', '38', '39', '40']",White block heel shoes for women from Woods luxury collection. The shoes are made from high quality leather that gives it durability. Also featuring elegant and comfortable block heels round-toe silhouette.,White block heel shoes for women from Woods luxury collection. The shoes are made from high quality leather that gives it durability. Also featuring elegant and comfortable block heels round-toe silhouette.,
,"['37', '38', '39', '40']",,Pointed toe slip-on pumps offers classic elegance. These high heels from Woods also feature an embellished buckle detailing.,
,"['37', '38', '39', '40']",,A chunky block heel black mule from Woods in a round-toe silhouette and an embellishment detailing. The mules can be paired with skirts and cropped trousers for a classic look.,
,"['36', '37', '38', '39', '40']",,A chunky block heel white mule from Woods in a round-toe silhouette and an embellishment detailing. The mules can be paired with skirts and cropped trousers for a classic look.,
,"['36', '37', '38', '39', '40', '41']",Imported & Marketed By :,Notch up your style quotient by donning this pair of black block heel peep-toes made from suede featuring a pointed toe silhouette.,
,"['37', '38', '39', '40']",Jazz up your party outfit with these classy embellished pumps from Woods. Featuring intricate detailing the pumps are made from synthetic material and have medium heel height.,Jazz up your party outfit with these classy embellished pumps from Woods. Featuring intricate detailing the pumps are made from synthetic material and have medium heel height.,
,"['38', '39']",,Notch up your style quotient by donning this pair of brown high heel peep-toes in black featuring a fluffy ankle strap detail.,
,"['38', '39', '40', '41']",Leather Pointed-toe heel Buckle detail Slip-on style,"A sophisticated pointy-toe mule in beige set on a chunky block heel is fashioned from superior leather. The mule features a buckle detail, closed pointed-toes and a contrast colour heel.
Product Features:
Leather
Pointed-toe heel
Buckle detail
Slip-on style",
,['41'],Suede Slip-on,"Minimalist wedge heel slip on shoes for women in suede finish is a wardrobe-staple. The slip-on shoes features a polished metal detail, has a cushioned insole for all-day comfort.
Product features:
Suede
Slip-on",
,"['36', '39', '40', '41']",A pair of beige round-toe ballerinas with regular styling slip-on detail and delicate ankle straps. The ballerinas are made in superior quality with buckle details adding glamour to it.,A pair of beige round-toe ballerinas with regular styling slip-on detail and delicate ankle straps. The ballerinas are made in superior quality with buckle details adding glamour to it.,
,"['40', '41']",,High heel stilettos in black feature a pointed toe and classic design making them the perfect pump from the office to a night out.,
,"['38', '39', '40', '41']",Peep toe Cut-out design Block heel,"Shine up your party look with these black peep-toes that also features cut-out detail. Set on a chunky block heel these elegant peep-toes will add glamour to your outfit.
Product Features:
Peep toe
Cut-out design
Block heel",
,"['38', '39', '40']",Black party wear slip-ons feature embellishment details and kitten heels. The sandals can be paired with both Indian and western outfits.,Black party wear slip-ons feature embellishment details and kitten heels. The sandals can be paired with both Indian and western outfits.,
,"['39', '40']",A pointed toe high heel pumps from Woods made from suede. The pumps also feature a buckle detailing and can easily be carried from day to evening wear.,A pointed toe high heel pumps from Woods made from suede. The pumps also feature a buckle detailing and can easily be carried from day to evening wear.,
,"['38', '39', '40']",Suede Wedge heel Slip-on style,"A minimalist shoes for women in beige colour comes in suede finish. The shoes is elevated by a hidden wedge heel and features a comfortable outsole.
Product Features:
Suede
Wedge heel
Slip-on style",
,"['38', '39', '40', '41']",,Notch up your style quotient by donning this pair of medium heel stilettos in black made from suede featuring a pointed toe and striped detailing on the toes.,
,"['39', '40']",Leather Closed toe Slender heel,"Black stiletto shoes for women is crafted from luxurious leather and features a closed pointed toe and is set on a high pointed heel. These must-have stilettos add a polished look to your outfit and the slender pointed heels are comfortable to walk in for hours.
Product Features:
Leather
Closed toe
Slender heel",
,"['39', '40', '41']",Leather Block heel Pointed toe,"Chic and simple, this blue slip-on shoe is set on a chunky polystyrene block heel and features a round-toe silhouette. Crafted from the finest of leather the shoe features a full insole forming a cushioned footbed providing comfort.
Product Features:
Leather
Block heel
Pointed toe",
,"['38', '39']",,Notch up your style quotient by donning this pair of high heel stilettos in green made from suede featuring a pointed toe and embellished buckles.,
,"['39', '40']",Jazz up your party outfit with these classy embellished black pumps from Woods. Featuring intricate detailing the pumps are made from synthetic material and have medium heel height.,Jazz up your party outfit with these classy embellished black pumps from Woods. Featuring intricate detailing the pumps are made from synthetic material and have medium heel height.,
,"['38', '39']",,A thin strapped style chic red high heel peep toes for women. The peep toe are made from suede and have a delicate ankle strap with a buckle detailing.,
,[],Leather Pointed-toe heel Sling-back strap Slip-on style Wood heels,"A sophisticated pointy-toe mule in black set on a chunky block heel is fashioned from superior leather. The mule features a sling back strap, closed pointed-toes and a contrast wood block heel.
Product Features:
Leather
Pointed-toe heel
Sling-back strap
Slip-on style
Wood heels",
,[],Suede High heels Pointed toes,"Women's pump shoes in black with embellished details from Woods comes in a suede finish and features high pointed heel, and peep toe detail. These pumps are perfect to be worn for events and dinners.
Product Features:
Suede
High heels
Pointed toes",
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,"['37', '38', '39', '41']",Leather Low heel Round toe-cap,"Versatile turquoise flat shoes for women fashioned from premium leather features a round toe-cap and a quilted pattern all over. The lightweight flats are easy to slip into and comfortable for long day wear and stacked on a low heel.
Product Features:
Leather
Low heel
Round toe-cap",
,"['36', '37', '38', '39', '40']",,A pair of white round-toe ballerinas with regular styling and slip-on detail. The ballerinas are made out of superior quality leather with buckle detail.,
,"['36', '37', '38']",Suede Slip-on style,"Perfect for summers, these grey slip-on style ballerinas from Woods comes in suede finish. Featuring a tunit sheet sole and a full insole cushioned foot bed the ballerinas are ideal for long day wear.
Product Features:
Suede
Slip-on style",
,"['37', '38', '39', '40']",A pair of black pointed-toe ballerinas with regular styling and slip-on detail. The ballerinas are made out of superior quality suede with cut-out details.,A pair of black pointed-toe ballerinas with regular styling and slip-on detail. The ballerinas are made out of superior quality suede with cut-out details.,
,"['36', '38', '39', '40', '41']",A pair of white round-toe ballerinas with regular styling and slip-on detail. The ballerinas are made in superior quality adding comfort and style.,A pair of white round-toe ballerinas with regular styling and slip-on detail. The ballerinas are made in superior quality adding comfort and style.,
,"['36', '37', '38', '39', '40']",,Wedge heeled beige slip-on shoes with cut-out details will surely give you a sophisticated look. The slip-on shoes also feature a thick durable sole and round toe silhouette.,
,"['36', '37', '38']",Leather Ballet flat Insole Tunit sheet outsole,"Comfortable pair of ballet flats in peach from Woods is accentuated with a chain detail. Built from premium soft leather the ballet flats come in slip-on style, a tunit sheet outsole and a cushioned insole that gives comfort on long wear.
Product Features:
Leather
Ballet flat
Insole
Tunit sheet outsole",
,['39'],Leather Flats Round toe-cap,"Versatile black flat shoes for women fashioned from premium leather feature a round cap-toe, a diamond quilt pattern and subtle buckle detail on toes. The lightweight flats are easy to slip into and comfortable for long day wear.
Product Features:
Leather
Flats
Round toe-cap",
,"['35', '36', '37', '38', '39', '40']",Nubuck,"A classic penny keeper with a squared is set on a cushioned half fust insole footbed and flexible TPR sole. The camel loafer is finished with smartly placed perforations on nubuck upper that keeps the penny loafer ventilated and Woodland branding on side.
Material : -
Nubuck",
,"['35', '36', '37', '38', '39', '40', '41']",Leather,"Minimalist design with soft leather construction enhances this timeless penny loafer with moc-toe stitching and perforations on upper. The black penny loafer is grounded with flexible TPR outsole and has a half fust insole that wraps your feet in comfort.
Material : -
Leather",
,"['39', '40', '41']",A pair of white round-toe ballerinas with regular styling and slip-on detail. The ballerinas are made in superior quality adding comfort and style.,A pair of white round-toe ballerinas with regular styling and slip-on detail. The ballerinas are made in superior quality adding comfort and style.,
,"['35', '39', '40', '41']",Suede,"Suede Snake print adds a modern touch to a classic penny loafer grounded by TPR outsole. The turquoise penny loafer for women features half fust insole that wraps your feet in all-day comfort.
Material : -
Suede",
,"['37', '38', '39']",A pair of black pointed-toe ballerinas with embellishments and slip-on detail. The ballerinas are made out of synthetic and feature a delicate ankle strap with buckles.,A pair of black pointed-toe ballerinas with embellishments and slip-on detail. The ballerinas are made out of synthetic and feature a delicate ankle strap with buckles.,
,['39'],Synthetic Flats Round toe-cap,"Versatile nude and beige striped flat shoes for women fashioned from synthetic features a round cap-toe, an embroidered pattern and a dainty bow detail on toes. The lightweight flats are easy to slip into and comfortable for long day wear.
Product Features:
Synthetic
Flats
Round toe-cap",
,"['36', '37', '38', '39', '40', '41']",leather Slip-on style Perforated,"A pair of loafer in black from Woods that are comfortable to be worn everyday is made from premium soft leather. The shoe comes in a slip-on style and has perforated details all over it, the outsole has an arched heel support and moderate traction on it.
Product features:
leather
Slip-on style
Perforated",
,"['S', 'M', 'L', 'XL', '2X']","Lightweight hoodie for women by Woodland is cut from polyester elastane blend and has a fleece detail. The sweatshirt features front closure with inverted zipper, chin collar, elastic sleeve cuffs, and two hand pockets with zipper detail. The sweatshirt offers mobility and is comfortable to wear for running or walking.","Lightweight hoodie for women by Woodland is cut from polyester elastane blend and has a fleece detail. The sweatshirt features front closure with inverted zipper, chin collar, elastic sleeve cuffs, and two hand pockets with zipper detail. The sweatshirt offers mobility and is comfortable to wear for running or walking.",
,"['36', '37', '38', '39', '40', '41']",Leather Pointed-toe Slip-on style Stacked heel,"Feminine and edgy pair of loafer in cream is fashioned from luxurious leather. The pointed-toe penny loafer is set on a low stacked heel with metallic detail and has a pull tab on rear. Pair these loafers with cropped trousers or tailored skirts for a flattering look.
Product Features:
Leather
Pointed-toe
Slip-on style
Stacked heel",
,"['36', '37', '38', '39', '40', '41']",Leather,"A dainty bow embellishes this yellow loafer lofted on a chunky wedge heel. Designed from soft leather the vibrant loafer for women by Woods is ideal for casual wear.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather,"Engineered from soft leather, the beige wedge heel shoes for women add optimal comfort with every step. The shoes comes in slip-on style with side stretch fabric panel which provides a secure fit, while the wedge heel completes the stylish look.
Material:-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather,"Polished hardware highlights this sleek brown loafer for women that is set on a low stacked heel and soft foot bed for comfort. The leather loafer will add a sophisticated tough to your everyday formal as well as business casual look.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather Closed-toe Slip-on Stacked heel,"An easygoing grey mule shoes crafted from premium leather comes in a retro-chic style from Woods and feature a sophisticated closed pointy toe, a small stacked heel and has a glossy finish to it. The slip-on mules are comfortable for long day wear and will elevate your style.
Product Features:
Leather
Closed-toe
Slip-on
Stacked heel",
,['40'],Leather Slip-on Closed toe,"Beige colour modern and comfortable loafer in leather upper and slip-on silhouette from Woods. The loafer provide all day comfort and cushioning and have moderate traction on sole. Pair them with denim and a tucked-in tee or a dress to complete the look.
Product Features:
Leather
Slip-on
Closed toe",
,"['36', '37', '38', '39', '40', '41']",Leather,"Grained leather adds a timeless finish to this black penny loafer for women that is set on a lugged outsole. The elastic goring's on side make it easy to slip in-and-out of the shoe with comfort.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather,"A dainty bow embellishes this red loafer lofted on a chunky wedge heel. Designed from soft leather the loafer for women by Woods is ideal for casual wear.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather,"High quality hardware adds a charming touch to this black loafer set on a subtle wedge heel with arch support.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather,"Polished hardware highlights this sleek white loafer for women that is set on a low stacked heel and soft foot bed for comfort. The leather loafer will add a sophisticated tough to your everyday formal as well as business casual look.
Material :-
Leather",
,"['36', '37', '38', '39', '40']",Leather,"Polished hardware highlights this sleek black loafer for women that is set on a low stacked heel and soft foot bed for comfort. The leather loafer will add a sophisticated tough to your everyday formal as well as business casual look.
Material :-
Leather",
,"['37', '38', '39', '40', '41']",Leather Slip-on style Wedge heel Pointed toe,"A chic loafer elevated by a wedge heel offer both comfort and style. The pink wedge loafer from Woods are built from premium leather, feature a closed pointed-toe with a dainty bow on top. The wedge loafer provides comfort all through the day and the sole has moderate traction on it making the loafers perfect for all day wear.
Product feature:
Leather
Slip-on style
Wedge heel
Pointed toe",
,[],Camel colour loafers for women with stitch detailing on top. Designed from high quality leather the loafers feature TPR sole with moderate tread.,Camel colour loafers for women with stitch detailing on top. Designed from high quality leather the loafers feature TPR sole with moderate tread.,
,"['35', '36', '37', '38', '39', '40']",Camel colour moccasins for women by Woodland are a perfect pick to be worn all year round. Made out of long lasting nubuck leather these slip-on moccasin also feature a durable TPR sole that makes them comfortable to wear.,Camel colour moccasins for women by Woodland are a perfect pick to be worn all year round. Made out of long lasting nubuck leather these slip-on moccasin also feature a durable TPR sole that makes them comfortable to wear.,
,"['36', '37', '38', '39', '40', '41']",Leather,"High quality hardware adds a charming touch to this beige loafer set on a subtle wedge heel with arch support.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Closed toe Moderate tread Leather upper=,"Comfortable loafer for women in a classic silhouette and in white that can be worn on an every day basis. The loafers are made from premium leather in a softy finish, comes in a closed toe style and have a moderate traction on the outsole. These loafers can be worn with dresses as well as trousers and jeans.
Features:
Closed toe
Moderate tread
Leather upper=",
,"['36', '40']",LGrey 2 loafers for women that have been crafted out of high quality leather. The loafers also feature a TPR sole with moderate tread making it ideal for city walks. The half insole lining provides stability and the loafers feature a bow detail on top.,LGrey 2 loafers for women that have been crafted out of high quality leather. The loafers also feature a TPR sole with moderate tread making it ideal for city walks. The half insole lining provides stability and the loafers feature a bow detail on top.,
,"['36', '37', '38', '39', '40']",,"Light beige moccasins for women by Woodland are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable sole that makes them comfortable to wear.",
,"['37', '38', '39', '40', '41']",Leather,"Simple blue slip-on shoe is set on a medium height wedge heel. Featuring a slip-on design, wedge heel the lightweight shoe is crafted from leather and features side goring's and perforated details on upper.
Material:
Leather",
,"['36', '37', '38', '39', '41']",Leather,"Grained leather adds a timeless finish to this white penny loafer for women that is set on a lugged outsole. The elastic goring's on side make it easy to slip in-and-out of the shoe with comfort. The loafer is finished with embossed Woods branding on upper.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Slip-on style Low stacked heel,"Simple and minimalist penny loafer for women that elevates your casual as well as formal style. The loafers are stacked on a low heel and feature a pointed toe silhouette. Pair the loafer with tailored trousers or skirts for a polished look.
Product Features:
Slip-on style
Low stacked heel",
,"['37', '38', '39', '40']",Slip-on style Chain detail,"A classy pair of loafer in black from Woods. The penny loafer comes in a slip-on style with a chain detail is set on a low stacked heel.
Product features:
Slip-on style
Chain detail",
,"['37', '38', '39', '40', '41']",Comfortable pair of grey round toe slip-on shoes made out of synthetic. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks.,Comfortable pair of grey round toe slip-on shoes made out of synthetic. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks.,
,"['37', '38', '39', '40']",,These brown loafers for women by Woods are a perfect pick to be worn all year round. Featuring a durable sole that has a moderate grip the trendy loafers with gold chain detailing are perfect for walks through cities.,
,['35'],Camel loafers for women by Woodland are a perfect pick to be worn all year round. Featuring durable nubuck upper these slip-on loafers have a durable TPR sole and a full insole sheet that makes them comfortable to wear.,Camel loafers for women by Woodland are a perfect pick to be worn all year round. Featuring durable nubuck upper these slip-on loafers have a durable TPR sole and a full insole sheet that makes them comfortable to wear.,
,[],Trendy and classy black slip-on loafers for women from Woodland. The loafers feature TPR sole and half insole lining the foot bed.,Trendy and classy black slip-on loafers for women from Woodland. The loafers feature TPR sole and half insole lining the foot bed.,
,"['36', '37', '38', '39']",,"ltan moccasins for women by Woods are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable rubber sole with moderate tread that makes them comfortable to wear.",
,,,,
,"['36', '37', '38', '39', '40', '41']","Step into total comfort with this classic loafer designed from premium soft leather by Woods. The Scarlet red loafer for women has cushioning on high abrasion areas, is set on a comfortable outsole and features fringe detail and high quality hardware on top that adds to the aesthetic of the shoe.","Step into total comfort with this classic loafer designed from premium soft leather by Woods. The Scarlet red loafer for women has cushioning on high abrasion areas, is set on a comfortable outsole and features fringe detail and high quality hardware on top that adds to the aesthetic of the shoe.",
,"['36', '37', '38', '39', '40']",Comfortable pair of black round toe slip-on shoes made out of synthetic. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks.,Comfortable pair of black round toe slip-on shoes made out of synthetic. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks.,
,"['37', '38', '39']",Leather Slip-on Floral detail,"Black loafer for women in round-toe silhouette is crafted from superior leather and features a feminine floral detail. Lightweight shoes in soft leather is a luxurious addition to your wardrobe that will add sophistication to outfits.
Product Features:
Leather
Slip-on
Floral detail",
,[],,"Pink moccasins for women by Woods are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable sole with moderate tread that makes them comfortable to wear.",
,"['38', '39', '40', '41']",Suede,"Simple beige slip-on shoe is set on a medium height wedge heel. Featuring a slip-on design, wedge heel the lightweight shoe is crafted from suede and features side goring's and perforated details on upper.
Material:
Suede",
,"['35', '36', '37']",Black loafers for women that have been crafted out of high quality leather. The loafers also feature a TPR sole with moderate tread making it ideal for city walks.,Black loafers for women that have been crafted out of high quality leather. The loafers also feature a TPR sole with moderate tread making it ideal for city walks.,
,"['36', '37', '40']",,"Bordo moccasins for women by Woodland are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable sole with moderate tread that makes them comfortable to wear.",
,"['36', '37', '38', '39', '40']",Nubuck Slip-on style Crystal and pearl embellishments,"Comfortable loafer fashioned from durable Nubuck is upgraded with stand-out crystal and pearl embellishments. The slip-on style loafer has a cushioned foot bed providing comfort for long day wears.
Product Features:
Nubuck
Slip-on style
Crystal and pearl embellishments",
,"['37', '39']",Leather Slip-on Floral detail,"Red loafer for women in round-toe silhouette is crafted from superior leather and features a feminine floral detail. Lightweight shoes in soft leather is a luxurious addition to your wardrobe that will add sophistication to outfits.
Product Features:
Leather
Slip-on
Floral detail",
,"['38', '39', '40']","Made from rich leather this black slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features side zipper that makes it easy to wear and remove the shoe. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.","Made from rich leather this black slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features side zipper that makes it easy to wear and remove the shoe. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.",
,['40'],,"Beige moccasins for women by Woods are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable rubber sole with moderate tread that makes them comfortable to wear.",
,"['36', '37', '38', '41']",,"Turquoise moccasins for women by Woods are a perfect pick to be worn all year round. Featuring a suede upper in snake print, these slip-ons have a durable rubber sole with moderate tread that makes them comfortable to wear.",
,"['38', '39', '40']",,Wear these comfortable pair of red colour round toe loafers made out of superior quality patent leather in a glossy finish. These casual shoes for women are high quality and lightweight in feel.,
,"['38', '39', '40', '41']",,Women's luxury wedge heel slip on shoes from woods that gives a semi formal look. Best for casual outings and parties. It comes with softy finish in Black colour,
,"['38', '39']",Synthetic Floral detail Ribbon laces,"A stand-out khaki casual sneakers for women features a synthetic upper. The shoes come with floral details all over and feminine ribbon laces instead of the regular laces. Also present on the shoes is chunky soles and a shiny copper band on the collar. Pair them with your favourite dress for a fresh summer look.
Product Features:
Synthetic
Floral detail
Ribbon laces",
,"['37', '38']",With a classic design this pair of trendy and classy bright Rblue slip-on loafers will surely give you a sophisticated look. Made out of suede the loafers feature a TPR sole and rubberised foam insole padding making them comfortable for long wears.,With a classic design this pair of trendy and classy bright Rblue slip-on loafers will surely give you a sophisticated look. Made out of suede the loafers feature a TPR sole and rubberised foam insole padding making them comfortable for long wears.,
,"['37', '39', '40']",,"Khaki moccasins for women by Woodland are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable sole with moderate tread that makes them comfortable to wear.",
,"['38', '40']",Penny loafer Stacked heel,"Comfortable and trendy pair of loafer from Woods. Gentle on feet these penny loafers in black feature a stacked heel, tapered toe silhouette and a cushioned foot bed.
Product Features:
Penny loafer
Stacked heel",
,"['39', '40']",,"With a classic design, this pair of trendy and classy black slip-on shoes will surely give you a sophisticated look. Nubuck makes the slip-on shoes durable and long lasting.",
,['36'],,"Navy coloured moccasins for women by Woodland are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a TPR sole that makes them durable and comfortable to wear.",
,[],Leather Slip-on style Low stacked heel,"Simple and minimalist red penny loafer for women that elevates your casual as well as formal style. Crafted from soft suede the loafers are stacked on a low heel and feature a pointed toe silhouette. Pair the loafer with tailored trousers or skirts for a polished look.
Product Features:
Leather
Slip-on style
Low stacked heel",
,['40'],,These white loafers for women by Woods are a perfect pick to be worn all year round. Featuring a durable sole that has a moderate grip the trendy loafers with gold chain detailing are perfect for walks through cities.,
,['39'],Leather Slip-on style Closed toe Chain detail,"A chic loafer in orange offers both comfort and style. The loafer from Woods is built from premium leather, features a closed pointed-toe silhouette with a chain detail on top. The rubber outsole with lugs provides moderate traction on it and the comfortable soft insole makes the loafer perfect for all day wear.
Product feature:
Leather
Slip-on style
Closed toe
Chain detail",
,['40'],Woods brings a pair of black coloured trendy slip-on shoes for women. Designed from high quality leather the slip-on have grooved sole these slip-ons are high on both comfort and style.,Woods brings a pair of black coloured trendy slip-on shoes for women. Designed from high quality leather the slip-on have grooved sole these slip-ons are high on both comfort and style.,
,"['39', '40']",Buckle detail Low heel Tapered toe,"Black tapered toe loafer for women from woods. A big metal buckle and a low heel makes the loafer stand out and gives it a polished look.
Product Features:
Buckle detail
Low heel
Tapered toe",
,"['36', '37', '38', '39', '40', '41']","Soft leather T-strap sandal is set on a perfectly contoured foot bed that provides comfort, support and alignment. The red sandal features a convex shape on the heel that adds to the comfort.","Soft leather T-strap sandal is set on a perfectly contoured foot bed that provides comfort, support and alignment. The red sandal features a convex shape on the heel that adds to the comfort.",
,"['37', '38', '39', '40', '41']",Leather Knot detail Wedge heel,"Simple strappy wedge block heel slipper in brown is set on a platform heel. Featuring a slip-on design, straps with Hook & Loop closure for a snug-fit, wedge heel and round-toe silhouette, the lightweight sandal is perfect from casual day wear to beach vacations.
Product Features:
Leather
Knot detail
Wedge heel",
,"['36', '37', '38', '39', '40', '41']",Nubuck upper Slip-on style Arched heel Cushioned foot bed,"Perfect for summers, these gunmetal wedge heel slipper from Woods bear a leather construction that makes it long-lasting. Featuring an arched heel support on a wedge heel and cushioned foot bed these sandals are ideal for long day wear. Also present is a moderate traction on the outsole.
Product Features:
Nubuck upper
Slip-on style
Arched heel
Cushioned foot bed",
,"['36', '37', '38', '39', '40', '41']",Leather Slip-on,"Slipper in brown from Woods comes in a soft leather upper and features an arched heel support, cushioned foot bed and broad straps with cut-out details. These slipper is perfect to be worn in hot summers.
Product Features:
Leather
Slip-on",
,"['36', '37', '38', '39', '40', '41']",Nubuck upper Slip-on style Arched heel Cushioned foot bed,"Perfect for summers, these blue slipper from Woods bear a nubuck construction that makes it long-lasting. Featuring an arched heel support and cushioned foot bed these slipper are ideal for long day wear. Also present is a moderate traction on the outsole.
Product Features:
Nubuck upper
Slip-on style
Arched heel
Cushioned foot bed",
,"['36', '37', '38', '39', '40', '41']",Leather Knot detail Pressure points,"Simple strappy slipper in brown is set on a arched heel. Featuring a slip-on design, straps with knotted design, round-toe silhouette, and enhanced pressure points on foot bed that provides comfort.
Product Features:
Leather
Knot detail
Pressure points",
,"['36', '37']",A classic PVC finish blue flip-flop for women features a slim thong strap and soft foot bed. The delicate floral print adds a fun element to the regular slippers/flip-flops.,A classic PVC finish blue flip-flop for women features a slim thong strap and soft foot bed. The delicate floral print adds a fun element to the regular slippers/flip-flops.,
,"['36', '37', '38', '39', '40', '41']",Leather Knot detail Platform heel,"Knotted design slipper in gunmetal is set on a platform heel. Featuring a slip-on design, single platform heel and round-toe silhouette, the lightweight slipper is perfect from casual day wear to beach vacations.
Product Features:
Leather
Knot detail
Platform heel",
,"['36', '37', '38', '39', '40']",Leather Slip-on Round-toe,"Perfect for summer the slippers in black is fashioned from premium leather. Featuring criss-cross straps and a slip-on style the comfortable sandal looks great when paired with dresses and denims.
Product Feature:
Leather
Slip-on
Round-toe",
